recipe_id,heat_process,yield
ONRO,Unknown,91.96
35UQ,Unknown,90.49
2Q82,Unknown,99.08
CIUX,Unknown,67.26
AH7U,Freezing for 20 min,94.87
MNWB,50°C for 10 min,99.3
MPQ6,Unknown,94.86
AVCN,Unknown,94.6
HQL6,Unknown,98.93
SM6Q,Unknown,94.93
GO6S,Unknown,24.89
GH70,Unknown,62.28
QWT5,Unknown,98.55
1LSJ,70°C for 10 min,48.44
GHHC,Unknown,96.38
XE2E,Unknown,88.28
C5CZ,Unknown,48.15
W1VK,Unknown,91.81
MH67,70°C for 10 min,92.0
OOV4,50°C for 10 min,98.78
GVOJ,Unknown,95.36
097T,Steaming,96.81
N3CF,Unknown,94.35
4EB3,Unknown,93.13
U7JK,Unknown,98.97
KEEV,Unknown,53.07
RK0W,Unknown,96.32
LGH3,Unknown,27.57
BTSZ,Unknown,92.09
5ORW,Freezing for 20 min,97.08
H8AS,Unknown,97.42
8APJ,Unknown,95.07
SPB9,Unknown,97.98
T99T,Unknown,97.14
12PC,Unknown,93.08
ZQLT,Unknown,91.24
CT0W,20°C for 60 min,94.77
4LQ1,50°C for 10 min,90.08
SLHA,Unknown,99.92
09QP,Steaming,90.84
TJZ5,Unknown,90.03
3KQB,Unknown,94.05
6MZ1,Unknown,99.8
QSIE,Steaming,94.25
RVFI,Unknown,90.7
6YFT,Unknown,94.58
XFPI,Unknown,91.87
525H,Unknown,96.99
6M6N,Unknown,93.04
9EK8,20°C for 60 min,52.43
QS2Y,Unknown,91.53
COQJ,Freezing for 20 min,93.15
OZ36,Freezing for 20 min,93.68
WQVB,20°C for 60 min,97.05
6EME,Unknown,85.37
IXBM,Unknown,98.09
1OEU,Freezing for 20 min,90.47
5WVF,Unknown,98.61
QRB1,Unknown,96.69
20NM,Unknown,97.24
L05T,Unknown,99.25
HGMX,20°C for 60 min,93.76
ANUV,Unknown,96.95
AD8U,Unknown,97.8
739V,50°C for 10 min,94.93
2S8M,20°C for 60 min,98.52
19XD,Unknown,99.08
GDM0,Unknown,97.26
45Q9,20°C for 60 min,94.99
5RQB,70°C for 10 min,98.64
6O24,Unknown,91.16
KD3T,20°C for 60 min,91.17
59GG,Unknown,92.38
YGRS,Unknown,94.32
L2Z3,Unknown,99.73
207A,Unknown,35.73
7Z09,Unknown,90.0
XAXY,Steaming,95.57
5L1K,Unknown,95.36
22RJ,Unknown,99.7
5MYB,Unknown,96.53
JGBO,50°C for 10 min,96.42
PCB3,Unknown,98.02
VYYK,Unknown,78.58
4C8B,Unknown,99.39
ZE7U,20°C for 60 min,93.64
1A76,50°C for 10 min,99.07
EUW7,Unknown,97.15
KFY2,Unknown,90.47
2F6T,Unknown,94.0
GHDB,Unknown,99.17
9HAP,Unknown,91.69
LILC,Unknown,92.65
7Y4H,Unknown,94.75
ZCRK,Freezing for 20 min,64.55
XFIO,Unknown,91.98
TJPV,20°C for 60 min,92.77
OPM2,Steaming,94.67
4BBQ,Unknown,99.15
SAJK,Unknown,98.24
QRU1,Steaming,99.81
5JBU,Unknown,91.15
Q90P,Steaming,98.34
RQTT,Unknown,92.1
TF2A,50°C for 10 min,98.65
GGPX,20°C for 60 min,96.0
OVHB,70°C for 10 min,99.29
L22P,Steaming,92.01
IEVK,Unknown,90.91
L6CV,Steaming,91.45
WPA9,Freezing for 20 min,92.66
0AGR,Unknown,93.27
LN05,Unknown,94.36
IEGI,Steaming,93.19
6UQV,Unknown,95.73
WCGI,Unknown,96.92
YJX4,Steaming,90.77
EBFT,Unknown,95.42
3JLX,20°C for 60 min,93.65
WCH3,Unknown,90.32
Q5A8,Unknown,95.9
KP7C,Unknown,93.9
INE9,Unknown,92.99
3KYZ,Unknown,95.83
SIR5,Unknown,91.7
WE6Q,Unknown,97.56
O70E,Unknown,93.6
CYB2,50°C for 10 min,98.05
2A3E,Unknown,90.69
GCWY,Unknown,99.22
PX7S,Unknown,92.97
ISCI,Unknown,39.41
D31A,Steaming,96.6
VS7F,Unknown,91.8
NIIO,Unknown,92.37
WKSG,Unknown,96.71
DCU8,20°C for 60 min,93.08
PLUG,Unknown,98.53
5DCU,Unknown,97.98
SODK,50°C for 10 min,96.99
EVKN,50°C for 10 min,98.73
1YKE,50°C for 10 min,66.61
H6FP,Unknown,94.66
S2WY,Unknown,96.08
HKOZ,Unknown,93.67
54G8,Freezing for 20 min,39.56
874R,Unknown,94.41
7G0F,Unknown,95.38
T16S,50°C for 10 min,97.53
ULGR,70°C for 10 min,91.88
34LD,Unknown,95.25
82RO,Unknown,96.02
W7TO,Unknown,83.97
975V,Unknown,53.88
YJYT,Unknown,92.95
LERO,Unknown,90.15
DP10,Unknown,55.57
OTBB,Unknown,88.4
PJLI,50°C for 10 min,97.51
BE03,Unknown,54.15
VOSV,Unknown,93.05
NUFF,Unknown,93.72
4JVW,Unknown,97.7
ERPQ,70°C for 10 min,90.16
MDXF,Unknown,95.67
M9AJ,Unknown,98.24
5AJ9,Unknown,41.88
A75T,20°C for 60 min,90.72
6XB2,Unknown,97.96
7C2H,Unknown,95.05
QKAC,Steaming,98.56
KI8Q,Unknown,86.02
PM1B,50°C for 10 min,97.09
5K03,Unknown,92.83
IHU8,20°C for 60 min,81.49
2J78,Unknown,99.94
ZXTI,Steaming,98.31
55P8,20°C for 60 min,56.3
ERTC,70°C for 10 min,95.86
CDQN,Unknown,96.2
ZEYX,Unknown,92.37
SELC,Unknown,99.4
2FJN,20°C for 60 min,22.94
2HUN,Unknown,97.81
VGG9,Unknown,91.8
X22Q,Unknown,94.64
YPDT,20°C for 60 min,91.79
UFPO,Unknown,38.17
9PPA,Unknown,97.54
F3KM,Steaming,90.61
OR6P,Steaming,91.6
286D,Unknown,90.22
QKPT,Unknown,96.86
WJY6,Unknown,91.98
VOFL,Unknown,96.98
JIK3,Unknown,90.11
TZS3,Unknown,92.7
HYV6,Unknown,90.5
V1ME,Freezing for 20 min,90.89
YNNI,Unknown,96.93
45V0,Freezing for 20 min,99.13
X4P1,Unknown,96.82
UHB1,50°C for 10 min,96.21
9Q4B,Unknown,93.02
VTTY,Unknown,91.09
OQOP,Unknown,81.68
C2N3,Unknown,94.63
WPKH,Unknown,99.22
LODT,Unknown,95.01
TT46,Freezing for 20 min,94.86
UGB1,Unknown,40.26
G37N,70°C for 10 min,52.6
695Y,Steaming,99.14
2N3D,20°C for 60 min,91.19
AJPY,Unknown,95.17
WSBL,Unknown,93.66
9PTY,50°C for 10 min,97.71
I1F9,Unknown,95.24
Y095,Unknown,97.28
YZ7K,Unknown,96.29
4ZW8,Unknown,95.12
TX47,Unknown,96.92
68VS,Unknown,90.4
Y208,20°C for 60 min,92.2
2HNV,Steaming,90.04
EUW0,Unknown,90.67
DP75,50°C for 10 min,93.2
GPXK,Unknown,96.77
7NDV,Unknown,90.72
QNFQ,Unknown,95.72
0K62,Unknown,94.04
ELYI,Unknown,93.9
JVBY,70°C for 10 min,97.96
SS31,Unknown,90.07
QKV7,Unknown,99.52
JQLJ,50°C for 10 min,98.15
WV53,Unknown,97.67
NKTS,Unknown,97.36
J1CP,Freezing for 20 min,92.87
8953,Unknown,99.32
QTVV,20°C for 60 min,96.59
D7ZI,Unknown,90.87
Y7F8,Unknown,92.0
64ER,Unknown,99.34
J1T5,Unknown,98.56
28OO,50°C for 10 min,94.09
8ZT1,Unknown,91.35
O502,Unknown,93.31
40PC,Unknown,78.21
77A3,Unknown,92.98
CUOI,Unknown,98.57
966C,Unknown,98.68
1D33,Unknown,91.8
2E55,Unknown,21.97
F4XP,70°C for 10 min,73.07
FK15,Steaming,98.47
73V8,20°C for 60 min,95.86
HMPO,20°C for 60 min,92.09
42V4,Unknown,93.1
UC8G,Unknown,97.93
15PH,Unknown,99.66
WR5N,70°C for 10 min,91.96
L21T,Unknown,28.91
VY3S,Unknown,53.81
O6BX,Unknown,90.12
TPAI,Unknown,98.2
DUK3,Unknown,91.65
YK1H,50°C for 10 min,96.68
JVQ9,Unknown,74.5
VUT4,Unknown,93.66
58WD,Unknown,90.2
LC22,Unknown,32.61
QEYT,Unknown,98.72
K728,70°C for 10 min,26.77
VDLS,Unknown,90.58
13HL,50°C for 10 min,84.08
MR19,Unknown,93.63
M32P,Unknown,99.48
553L,Unknown,56.27
1D1L,Freezing for 20 min,98.07
2KHM,Unknown,94.07
A8TE,Unknown,96.55
B3SU,Unknown,91.17
YA8E,Freezing for 20 min,96.86
EV1L,Unknown,96.36
O33E,Unknown,93.44
K9BQ,Unknown,95.24
D551,70°C for 10 min,98.15
L097,Unknown,93.72
D2MF,Unknown,98.7
GX0A,Unknown,92.26
OZGC,Unknown,73.82
CEYW,70°C for 10 min,94.53
8DOJ,Unknown,92.87
R9KP,Unknown,95.73
5B19,Unknown,79.35
0LXN,50°C for 10 min,92.42
Y2KI,Unknown,97.5
5BS6,Unknown,98.59
DWFM,Unknown,97.09
B4ZE,Unknown,93.29
RXN3,Unknown,98.74
4OFG,Unknown,97.83
TY3D,Unknown,91.54
4T5A,Freezing for 20 min,74.13
VTWY,Steaming,93.79
KE99,Steaming,95.36
GMFI,Unknown,93.87
NM43,Unknown,90.71
VGWU,Unknown,90.65
004M,Unknown,93.04
4H7B,Unknown,91.36
TEK8,Unknown,96.72
EJG8,Unknown,96.54
WHC2,Unknown,92.86
L923,Unknown,97.03
NVVS,50°C for 10 min,90.34
R9YQ,50°C for 10 min,99.26
G6RB,Unknown,93.77
LRAZ,70°C for 10 min,99.58
B02M,Unknown,96.27
T0ZS,Unknown,93.66
Z7ZE,Unknown,90.99
RWEC,Unknown,98.67
67GI,Steaming,92.84
K5XS,Unknown,99.07
SNA0,Unknown,90.29
5H1C,Unknown,93.05
R5Q5,Unknown,99.34
AH13,50°C for 10 min,92.45
GR3Y,70°C for 10 min,92.48
4AN5,Unknown,91.73
BURC,Unknown,91.31
ELMP,Unknown,97.42
NY3C,70°C for 10 min,98.69
MMDY,Unknown,95.18
OUJ2,Unknown,92.88
5VRI,Unknown,96.95
FMSE,20°C for 60 min,98.43
0HP5,70°C for 10 min,90.45
QXJM,Unknown,96.82
BLK5,Unknown,53.01
UKNL,Unknown,90.41
A0XM,Unknown,97.46
UMHN,Steaming,92.77
ZGEY,Unknown,97.81
PP9A,Steaming,99.09
UQD1,Freezing for 20 min,94.18
HAXO,70°C for 10 min,97.64
3W1Y,Unknown,90.22
UT7N,Freezing for 20 min,90.75
KH12,Unknown,98.85
540E,Unknown,97.48
JJI9,50°C for 10 min,90.65
RSUD,Unknown,97.03
NG5M,Unknown,97.22
WPS1,70°C for 10 min,97.53
C9CP,Unknown,98.28
B3HM,Unknown,92.39
53DA,Unknown,95.01
HZ4D,Unknown,99.3
SQXM,Unknown,99.6
VI3M,Unknown,92.43
L2MV,Unknown,98.31
QJJ4,Unknown,98.92
5PA0,Unknown,98.18
Y18R,Unknown,92.83
WMGW,20°C for 60 min,91.65
DZ8U,Freezing for 20 min,90.6
39N1,Unknown,95.07
NQMY,Steaming,96.35
JNWD,Unknown,95.63
0WKJ,Unknown,90.97
OFLS,Unknown,91.41
K03B,Unknown,94.65
NS3I,Unknown,22.72
YPE2,Freezing for 20 min,67.38
LVIK,Steaming,93.33
RHUK,Unknown,99.1
QVHW,Unknown,92.15
4IOY,Unknown,98.46
38AA,Steaming,94.29
QYEA,Unknown,94.08
OQPW,Unknown,90.47
YGUD,Unknown,91.31
DXVT,20°C for 60 min,96.54
5WXL,Unknown,99.73
HM84,Freezing for 20 min,99.84
H53U,Unknown,95.4
WT6K,Freezing for 20 min,95.4
7V1J,Steaming,95.91
I5LZ,20°C for 60 min,91.06
5YDY,Unknown,98.09
ZE15,Unknown,93.67
EJ7J,20°C for 60 min,94.75
E5A3,Unknown,97.59
P93D,Unknown,90.98
EDB3,Unknown,93.6
RFV9,Unknown,96.03
I5IN,50°C for 10 min,85.61
ND9W,Unknown,92.75
OX6Z,Unknown,94.89
S3MM,Unknown,97.28
4KWD,Unknown,53.55
7LRP,Steaming,92.21
M5TH,Unknown,90.75
EWSU,Unknown,95.69
PQQ1,50°C for 10 min,96.59
C8AF,Unknown,97.28
MVTT,Unknown,98.76
KMFV,Unknown,94.55
FF35,Unknown,94.53
BS74,Steaming,96.95
FQ2V,Unknown,93.79
GWWC,Unknown,98.21
3C4D,Unknown,90.35
10EK,Unknown,95.35
I6MY,Unknown,98.55
NSU2,Unknown,96.97
D1HC,Unknown,91.05
XEMX,20°C for 60 min,92.5
M3WI,70°C for 10 min,91.46
OHDM,Freezing for 20 min,99.66
KNCB,50°C for 10 min,97.32
CTXR,Unknown,94.33
FI31,Unknown,92.57
LFNN,Unknown,96.21
BZW1,50°C for 10 min,95.42
QPTE,Freezing for 20 min,99.45
HWY7,Unknown,88.2
00X3,Unknown,99.51
M0AH,Unknown,59.53
SDO3,70°C for 10 min,98.47
DYNC,Unknown,97.42
LS0W,Freezing for 20 min,93.56
3L14,Unknown,23.26
ECE9,Unknown,91.57
V00L,Unknown,96.19
H1VR,Unknown,93.34
19QE,Unknown,94.28
FHNS,Unknown,96.99
E4OP,Unknown,55.24
JLJ0,20°C for 60 min,96.27
DD44,Unknown,56.79
M43G,Unknown,99.77
VO7H,50°C for 10 min,96.3
8UER,Unknown,57.12
5ID9,Unknown,90.63
AJ8C,Unknown,94.45
XTOE,Steaming,93.76
FQWL,Unknown,94.04
O5GL,Unknown,67.28
LI0U,Unknown,98.57
53UH,Unknown,95.24
1UPM,Unknown,80.19
VXAL,Unknown,92.77
ZIVE,Unknown,91.29
LAPF,Unknown,97.12
V247,Unknown,96.41
L3WY,50°C for 10 min,99.4
WQIP,Unknown,95.13
BPHY,Unknown,68.94
RORH,Unknown,92.8
8HBL,70°C for 10 min,96.92
B4G6,Freezing for 20 min,99.0
H147,Unknown,90.78
8MPU,Steaming,93.95
UQZ1,Unknown,98.05
VAVK,Unknown,91.35
XY16,20°C for 60 min,94.04
AX78,Unknown,92.63
J71U,Unknown,92.07
UGFI,70°C for 10 min,94.67
S6J5,Steaming,91.87
PCCK,Unknown,95.25
QPL0,Unknown,95.22
YVSC,Unknown,98.41
M7OT,Unknown,90.79
ULV7,Unknown,74.16
DWJ7,70°C for 10 min,99.17
8Z40,Unknown,93.05
1IM3,Unknown,90.59
2FGC,50°C for 10 min,95.33
9L14,Unknown,92.87
4C2U,Unknown,93.13
QPLE,Unknown,92.45
2EWD,Unknown,93.66
UJTC,Steaming,93.4
26SQ,70°C for 10 min,99.23
LNKS,Freezing for 20 min,98.95
R3XQ,Unknown,91.35
9SNP,Unknown,90.13
6PYZ,50°C for 10 min,92.59
X6CY,Unknown,47.89
KMO3,Unknown,92.34
6U9X,20°C for 60 min,99.48
XFNH,Unknown,92.82
A1KL,Steaming,97.16
C7Z3,Steaming,94.87
7NSB,Unknown,94.31
V02X,Unknown,96.46
PSIA,Unknown,94.0
E8GO,Unknown,93.43
FW5F,50°C for 10 min,91.37
1XOS,70°C for 10 min,90.98
35Y6,Unknown,91.13
AK8J,Steaming,91.11
3PGF,Unknown,97.36
3AJ8,Unknown,91.88
C895,Unknown,94.57
6DA7,Unknown,95.27
UWC0,Unknown,94.09
LI8G,70°C for 10 min,78.68
RZLE,Unknown,99.75
LZAU,Freezing for 20 min,90.99
KYXB,50°C for 10 min,95.92
2H7G,Freezing for 20 min,97.48
EMIZ,Unknown,24.64
YP50,Unknown,92.54
UPWW,Steaming,94.34
HRFO,Unknown,93.14
6KUO,Unknown,91.9
MR6J,20°C for 60 min,93.34
K22X,20°C for 60 min,91.29
TVNT,70°C for 10 min,91.26
3E2K,Unknown,93.13
YXQ1,Unknown,90.2
OQ3F,Unknown,97.53
9QFE,50°C for 10 min,91.65
2L05,Unknown,94.92
VHUW,50°C for 10 min,97.24
IENK,Unknown,93.04
18YF,Steaming,84.93
H31R,Unknown,97.76
MXHK,Unknown,98.42
WGCK,Steaming,99.22
QZQV,Unknown,93.62
B3AO,Freezing for 20 min,94.83
Z8PZ,Unknown,96.01
ROJH,50°C for 10 min,97.6
60RV,Steaming,91.96
GRV8,Unknown,90.43
L8AN,Freezing for 20 min,98.04
P3JO,Unknown,95.04
STMA,Unknown,91.65
H6GV,Unknown,98.51
TZJ0,Unknown,97.28
LWWG,20°C for 60 min,82.94
756D,Steaming,92.55
BWOL,Freezing for 20 min,52.46
PZAR,Unknown,92.45
3AM3,Unknown,94.04
H1ZC,Unknown,90.98
G72A,Steaming,94.07
7KYD,Steaming,96.64
JT6P,Unknown,47.78
IVX6,20°C for 60 min,96.17
7FXS,Unknown,95.93
JOH3,Unknown,91.7
X5JW,Unknown,99.16
TB10,Unknown,91.17
9I5A,Unknown,92.53
KG7L,Unknown,38.0
E1Q2,Unknown,96.58
LM9G,Unknown,53.98
NBU1,Steaming,90.46
E5RA,Unknown,91.09
104L,Unknown,94.94
I3MM,50°C for 10 min,92.6
0UIN,Unknown,90.78
7HXJ,Unknown,78.45
618B,Unknown,94.77
DDZB,Unknown,93.53
5AUI,Unknown,97.55
CRYW,Unknown,90.05
DRCS,Unknown,91.81
XFCS,Freezing for 20 min,97.68
34CA,50°C for 10 min,97.17
DGPN,Unknown,90.52
5BWU,Unknown,98.57
WVRH,70°C for 10 min,92.7
7QKI,Unknown,95.56
RZQW,Unknown,91.94
TW8K,Unknown,96.59
GH2W,Unknown,93.39
FF48,Unknown,96.51
GR6O,Unknown,99.69
UH8H,Steaming,96.87
MC7O,Unknown,98.21
DK95,Freezing for 20 min,98.25
WN6F,Unknown,92.67
4EXT,70°C for 10 min,90.43
90I9,20°C for 60 min,92.64
60TL,Unknown,96.65
Z3TQ,Unknown,99.24
07OM,Unknown,94.39
OKQA,Steaming,67.72
WR1A,Unknown,97.57
QTLN,Unknown,42.96
ZNR0,Unknown,90.33
8AI8,Unknown,24.64
7KOQ,Unknown,90.44
WMX7,Unknown,99.94
8LZM,Unknown,97.65
ILUW,Unknown,98.9
LFD4,Unknown,92.54
F7WJ,Unknown,98.37
TW9D,70°C for 10 min,91.9
AYRB,70°C for 10 min,90.73
9DF4,Freezing for 20 min,98.81
B2L3,Unknown,91.03
DBFV,Unknown,39.61
QU62,Unknown,95.96
VRH7,70°C for 10 min,99.89
ZH0V,Steaming,97.21
VKA0,Unknown,99.66
7SRV,Freezing for 20 min,91.99
A59J,Unknown,98.01
SK2L,Unknown,94.74
3JG6,Unknown,97.15
0X6U,Unknown,53.48
2ZA9,Unknown,92.1
WVWL,Unknown,94.19
8B54,20°C for 60 min,98.73
2D2X,Unknown,93.09
HJXN,20°C for 60 min,90.92
D206,Unknown,91.76
LSZ4,Unknown,55.91
3TLD,20°C for 60 min,94.69
RF5R,20°C for 60 min,91.68
M849,Unknown,95.69
ITW8,Unknown,35.34
5R8N,Unknown,97.62
MMM7,70°C for 10 min,91.88
62JT,20°C for 60 min,88.41
OFA5,Unknown,93.7
JE1G,Freezing for 20 min,90.67
1DJS,20°C for 60 min,94.06
L8HQ,Unknown,92.36
435Y,50°C for 10 min,90.65
6FZN,Unknown,91.27
AQ00,20°C for 60 min,98.99
1CYL,Unknown,91.13
SPJZ,Unknown,98.99
YSKU,Unknown,99.73
3PVH,Unknown,94.72
WGN2,Unknown,96.48
KCTN,Unknown,94.38
8TUP,Unknown,96.72
AJHV,Unknown,97.77
1J3G,Unknown,98.35
3LXM,Unknown,96.16
MLBI,Unknown,95.91
0SS3,Unknown,44.24
8SXM,Unknown,99.3
J0G7,Unknown,91.75
WS6O,Unknown,99.62
OYRX,Unknown,97.32
I4QD,Unknown,96.41
CPIO,Unknown,96.39
DYYX,Unknown,90.8
VVRU,Unknown,99.86
ERQM,Unknown,95.25
535X,Unknown,93.49
IVJ5,Unknown,93.4
WFR7,Unknown,49.8
K7PM,20°C for 60 min,92.3
WI8E,50°C for 10 min,95.22
JO2W,20°C for 60 min,98.09
JUKS,Unknown,91.22
Z6C6,50°C for 10 min,94.9
QMK2,Steaming,98.14
99TD,Unknown,94.91
66Z7,Steaming,98.0
PN9P,Unknown,95.75
MHDE,Unknown,98.96
99A6,Unknown,93.45
OS1H,50°C for 10 min,95.44
LDGV,20°C for 60 min,99.46
KBDB,Unknown,98.05
IGRL,Unknown,95.27
6F83,Unknown,94.67
GAZY,Unknown,96.9
WVHO,Unknown,96.42
PQFZ,Unknown,69.07
PHIB,50°C for 10 min,96.68
7Y73,Freezing for 20 min,97.19
90PI,Freezing for 20 min,92.81
X9DO,20°C for 60 min,95.79
0UPS,Unknown,95.01
IAZF,Unknown,91.99
V1MF,50°C for 10 min,90.76
9ZGG,70°C for 10 min,92.66
0KHP,Unknown,91.26
4EXP,Unknown,91.08
D7O3,Unknown,90.5
BVVG,Unknown,92.54
GZ3G,Unknown,93.74
0CQS,Unknown,93.66
UW08,Unknown,94.86
2MDF,Unknown,99.21
UP5Q,70°C for 10 min,96.88
L5O3,20°C for 60 min,93.83
RGK4,Freezing for 20 min,93.71
TMZ5,Freezing for 20 min,94.59
88CI,20°C for 60 min,84.98
W8H3,70°C for 10 min,97.86
U93Y,Unknown,97.03
8XAE,Unknown,55.39
OAPG,Unknown,37.93
6X3B,50°C for 10 min,94.78
3TV3,Unknown,91.33
QNYO,Unknown,95.0
DLXV,Unknown,26.96
MZR3,Steaming,90.03
27UX,Unknown,92.41
HEHC,50°C for 10 min,92.3
ULC2,Steaming,21.58
UL62,Unknown,93.94
T191,Unknown,92.5
IF74,50°C for 10 min,96.59
9FBG,Unknown,93.82
PFWI,Unknown,99.45
B6SG,Unknown,94.2
Q8PM,Unknown,90.49
1O70,Unknown,98.49
0JCE,70°C for 10 min,90.26
J5JP,50°C for 10 min,96.29
0GT7,Unknown,96.58
KASZ,Unknown,91.94
0LN1,Unknown,95.84
503C,Unknown,99.76
I1AQ,Unknown,92.57
UPOY,Unknown,94.46
5LOO,Unknown,95.11
BRIF,Steaming,99.47
WL9D,20°C for 60 min,93.38
EITI,Unknown,93.13
67IS,Unknown,97.22
W1SA,20°C for 60 min,92.79
F9MC,Unknown,95.73
I77T,50°C for 10 min,92.08
BHQO,Unknown,99.76
F6YW,Unknown,96.45
837P,Unknown,93.4
IJST,Unknown,96.03
HR8N,Unknown,96.03
N11U,Freezing for 20 min,97.66
50PC,Unknown,94.2
O8CB,Unknown,96.88
7J12,Unknown,90.82
BXDE,70°C for 10 min,99.59
UI38,Unknown,22.15
2LVR,20°C for 60 min,95.03
LUFN,Unknown,99.77
EB4S,Unknown,98.22
I60T,Unknown,94.73
METX,Unknown,93.92
7RSG,Unknown,97.19
J0W1,Unknown,80.51
Y4DE,Unknown,92.44
W6FK,Unknown,91.96
N6J9,Unknown,92.85
MAEI,Unknown,99.32
P8GF,Unknown,99.99
JJJ8,Unknown,96.52
LYYW,Unknown,95.13
2157,20°C for 60 min,95.56
CSGP,Freezing for 20 min,95.7
XYCR,Unknown,91.78
UUTP,Unknown,99.8
M92D,Unknown,94.97
JS4F,Unknown,93.54
UF60,Steaming,95.23
GO1Y,Unknown,92.45
QLVE,Unknown,90.38
SR82,Freezing for 20 min,97.62
W1FB,70°C for 10 min,92.65
4KK8,Freezing for 20 min,96.28
M5W0,Freezing for 20 min,95.9
QJQU,70°C for 10 min,69.79
IJG0,Unknown,63.42
PCPM,Unknown,99.82
SLPP,Unknown,92.86
3GT5,50°C for 10 min,94.4
POFI,Unknown,99.3
Z18C,Unknown,98.52
2WD3,Unknown,97.49
Z6CH,Unknown,75.03
9I6B,Unknown,90.17
681Z,Unknown,93.67
ANMZ,Unknown,98.29
HY3M,20°C for 60 min,98.9
KWRE,Unknown,90.46
B0LW,Unknown,90.44
Z6RK,Freezing for 20 min,97.07
X76N,70°C for 10 min,95.08
IKS4,Unknown,95.36
YKFT,Unknown,98.92
A03M,Unknown,98.53
S3O1,Unknown,92.1
7SU1,70°C for 10 min,90.34
BQK4,Unknown,93.86
7UH4,Unknown,94.55
E3K2,50°C for 10 min,90.26
5V1Q,20°C for 60 min,99.82
IGQR,Unknown,93.17
AP9A,20°C for 60 min,94.22
EEET,Unknown,95.69
SD52,50°C for 10 min,95.87
JD7O,Unknown,92.78
R1IC,Unknown,91.34
MCSG,Unknown,90.19
OXST,Unknown,93.54
TPSN,Unknown,92.77
K0HT,Unknown,95.86
OSZ7,Unknown,98.4
KJ8J,Unknown,76.15
8K3G,Unknown,91.07
MFYI,70°C for 10 min,97.39
YR46,Unknown,99.9
1TET,Unknown,98.61
1WE0,Unknown,94.96
4645,50°C for 10 min,90.92
OGVH,Unknown,58.98
W2DQ,Unknown,90.14
M4HY,Unknown,91.9
IDAD,Steaming,95.16
9C01,Unknown,91.45
O227,20°C for 60 min,93.58
H8XD,20°C for 60 min,92.45
KQVN,20°C for 60 min,86.16
2PCQ,Unknown,91.73
0CKT,Freezing for 20 min,90.54
H12R,Steaming,94.11
FGOL,Steaming,98.68
JS1K,Unknown,95.32
WB2N,Unknown,99.76
4QGF,70°C for 10 min,92.95
4PNS,Unknown,98.29
7Z4B,20°C for 60 min,97.48
P1NZ,70°C for 10 min,97.38
H69K,Unknown,90.84
WPRM,Freezing for 20 min,94.42
KZKD,Unknown,96.19
WW01,50°C for 10 min,97.34
Z5NF,Unknown,94.05
6355,Unknown,92.36
VNBA,Freezing for 20 min,92.76
2LYO,Freezing for 20 min,96.92
9KLX,Unknown,92.37
WQHF,Unknown,99.06
RKVI,Unknown,96.46
XS8H,Unknown,90.25
Z0UX,Unknown,73.78
CGRE,Freezing for 20 min,91.26
T59A,Unknown,92.3
PLWV,Unknown,99.53
QMC2,50°C for 10 min,97.25
YMTQ,Freezing for 20 min,96.5
OV52,Unknown,93.45
RCPH,Freezing for 20 min,95.67
IK5E,Unknown,93.55
P6Q6,Unknown,91.26
GFAP,Unknown,98.92
6ENJ,Unknown,93.75
U3TW,Unknown,50.54
K9LW,Unknown,91.76
3GVR,20°C for 60 min,91.01
OFFY,Unknown,97.24
394A,20°C for 60 min,97.24
SLTK,Unknown,36.25
N719,Unknown,95.13
PA5A,Unknown,47.17
D7JS,Unknown,97.06
QSNR,Unknown,91.42
MXYR,50°C for 10 min,90.56
8MDI,Unknown,99.03
TNLG,Unknown,95.09
0AEC,50°C for 10 min,90.04
06ML,Unknown,95.21
H69C,Unknown,91.16
NARS,Steaming,96.66
KDJE,Unknown,95.71
RRUU,Unknown,95.83
IQR4,Unknown,95.84
72XI,Unknown,93.53
1RB7,Freezing for 20 min,93.24
XYLB,Freezing for 20 min,94.09
E4KW,Steaming,99.14
S7IQ,20°C for 60 min,91.21
PFH8,Unknown,95.8
H021,Unknown,93.83
54TG,Unknown,93.77
XI3B,Unknown,91.8
9AO4,20°C for 60 min,28.8
GJHZ,Unknown,92.48
21RQ,20°C for 60 min,99.4
5QFF,70°C for 10 min,97.1
W31P,20°C for 60 min,34.09
GPOA,Unknown,30.95
WDM6,Unknown,90.24
DSYI,50°C for 10 min,99.72
MCRK,Unknown,97.11
DBSQ,Unknown,98.53
ODWM,Unknown,91.05
3QEP,Unknown,97.08
KRB2,Unknown,99.79
IKZ2,50°C for 10 min,97.95
F99Y,Unknown,91.51
3SVS,20°C for 60 min,93.09
F9BQ,Freezing for 20 min,98.58
2TIN,Unknown,96.93
ZRDS,Steaming,95.22
Q1YJ,Unknown,98.08
YRHB,Unknown,97.32
TA0H,Unknown,99.66
B01W,Unknown,96.46
06LQ,70°C for 10 min,99.17
ZOIA,Unknown,98.28
F3MP,Unknown,93.61
OJBJ,Unknown,99.97
EWN0,Unknown,97.94
4SNI,Unknown,92.8
9L3Z,Unknown,97.83
GHZ1,Unknown,97.74
CZWW,Steaming,98.15
R9I0,Unknown,97.59
8ZHJ,Unknown,99.32
AUE6,70°C for 10 min,99.94
1MEZ,Unknown,90.95
TI2D,20°C for 60 min,92.08
VDW8,20°C for 60 min,93.59
MCA2,Unknown,67.27
